job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI05825,Principal Data Scientist,98654,USD,MI,PT,United States,L,India,50,"Python, TensorFlow, PyTorch",Associate,2,Government,10/12/2024,12/17/2024,1396,5.4,Quantum Computing Inc
AI05836,Principal Data Scientist,129593,USD,MI,FL,United States,M,United States,0,"NLP, R, MLOps, Statistics",Master,2,Healthcare,4/1/2025,4/24/2025,2227,9.5,DataVision Ltd
AI05837,ML Ops Engineer,102142,USD,MI,PT,United States,M,United States,100,"Mathematics, GCP, Data Visualization",Associate,3,Consulting,3/15/2024,5/2/2024,2289,5.1,Digital Transformation LLC
AI05861,AI Specialist,205542,USD,SE,CT,United States,L,United States,100,"AWS, Python, Tableau",Associate,8,Education,1/16/2024,2/5/2024,1942,6.2,Cloud AI Solutions
AI05876,Data Engineer,144869,USD,MI,FT,United States,L,France,50,"Hadoop, AWS, Computer Vision, TensorFlow, Azure",PhD,2,Telecommunications,8/31/2024,9/19/2024,1653,7.8,DataVision Ltd
AI05901,Head of AI,152763,USD,EX,FL,United States,S,United States,50,"Python, TensorFlow, Azure, R",Master,14,Manufacturing,4/13/2024,5/26/2024,1417,6.4,Quantum Computing Inc
AI05917,Autonomous Systems Engineer,259915,USD,EX,CT,United States,M,United States,100,"Hadoop, Java, PyTorch, Azure, Kubernetes",PhD,10,Consulting,7/13/2024,9/9/2024,1129,8.2,Predictive Systems
AI05924,Deep Learning Engineer,80847,USD,EN,FT,United States,M,Norway,50,"R, Linux, Mathematics",Bachelor,1,Media,8/19/2024,10/28/2024,1073,5.1,DataVision Ltd
AI05947,AI Product Manager,165700,USD,EX,FL,United States,M,Switzerland,50,"Scala, Git, Tableau, Kubernetes",Master,18,Technology,9/10/2024,10/20/2024,1494,7.1,Algorithmic Solutions
AI05976,AI Architect,196550,USD,EX,CT,United States,L,United States,100,"Deep Learning, Mathematics, MLOps, R, Python",Associate,18,Gaming,3/31/2024,5/26/2024,1734,5.1,Autonomous Tech
AI05989,Computer Vision Engineer,134416,USD,MI,FT,United States,L,Ireland,50,"SQL, Azure, NLP, PyTorch",Associate,3,Healthcare,12/20/2024,2/20/2025,846,7.1,TechCorp Inc
AI06002,AI Research Scientist,114259,USD,MI,CT,United States,M,United States,100,"Python, AWS, Computer Vision, Kubernetes",Associate,3,Education,12/6/2024,1/12/2025,1345,6.2,Advanced Robotics
AI06029,Principal Data Scientist,85579,USD,MI,FT,United States,M,United States,0,"SQL, TensorFlow, Docker, Hadoop, AWS",Associate,4,Government,1/23/2024,2/12/2024,1573,7.3,Autonomous Tech
AI06041,Machine Learning Engineer,252062,USD,EX,FL,United States,S,United States,100,"Azure, Scala, R",Master,12,Consulting,4/21/2024,6/12/2024,1197,5.2,Smart Analytics
AI06091,Data Engineer,94197,USD,EN,FT,United States,L,United States,0,"Deep Learning, AWS, Azure, TensorFlow",Master,0,Energy,4/13/2024,5/5/2024,1786,5.4,DataVision Ltd
AI06095,AI Specialist,64058,USD,EN,FT,United States,S,Finland,0,"Python, Mathematics, NLP, TensorFlow, PyTorch",PhD,0,Telecommunications,12/4/2024,2/5/2025,1559,5.4,AI Innovations
AI06097,AI Research Scientist,246594,USD,EX,FL,United States,M,United States,0,"Scala, Hadoop, Computer Vision, Java, R",Master,16,Healthcare,6/27/2024,7/25/2024,1344,8.7,Autonomous Tech
AI06111,AI Product Manager,116468,USD,MI,FT,United States,S,United States,100,"Linux, GCP, Python, Scala",Bachelor,3,Government,12/9/2024,1/8/2025,1159,7.2,AI Innovations
AI06128,Head of AI,94166,USD,EN,PT,United States,L,United States,0,"Git, Azure, Computer Vision",Bachelor,1,Media,5/31/2024,7/16/2024,1071,9.7,Predictive Systems
AI06148,AI Product Manager,170400,USD,SE,FT,United States,L,Singapore,50,"NLP, Linux, Spark, Python, Git",Associate,6,Government,4/20/2025,7/2/2025,2331,8.3,Autonomous Tech
AI06159,Research Scientist,206183,USD,SE,FT,United States,L,United States,50,"Linux, TensorFlow, Azure, SQL",PhD,8,Automotive,3/31/2025,6/12/2025,2174,10,Autonomous Tech
AI06170,Principal Data Scientist,74551,USD,EN,FL,United States,L,United States,0,"PyTorch, Spark, Mathematics, TensorFlow, Python",PhD,0,Real Estate,11/25/2024,12/20/2024,2201,9,DataVision Ltd
AI06188,Autonomous Systems Engineer,150847,USD,SE,FL,United States,M,United States,100,"Python, Tableau, Kubernetes, MLOps",Bachelor,7,Consulting,6/6/2024,8/4/2024,642,8.8,Predictive Systems
AI06192,AI Consultant,76525,USD,EN,FL,United States,S,United States,0,"Git, AWS, Tableau, Computer Vision, PyTorch",Associate,1,Government,1/6/2025,3/3/2025,1027,7.8,DeepTech Ventures
AI06205,Data Scientist,221753,USD,EX,FT,United States,L,China,100,"Hadoop, PyTorch, Azure, MLOps",Bachelor,14,Transportation,12/6/2024,2/2/2025,1230,9.8,Machine Intelligence Group
AI06226,Principal Data Scientist,79199,USD,EN,PT,United States,S,Netherlands,0,"Spark, Hadoop, TensorFlow, AWS, Mathematics",Associate,1,Finance,1/3/2025,2/1/2025,1680,5.8,DataVision Ltd
AI06228,Data Analyst,194251,USD,SE,FL,United States,L,Netherlands,100,"Hadoop, Python, GCP",PhD,7,Retail,2/25/2024,3/22/2024,887,9.5,Predictive Systems
AI06242,Robotics Engineer,115644,USD,MI,FL,United States,S,United States,0,"Tableau, Linux, PyTorch",Master,4,Telecommunications,5/10/2024,7/19/2024,1904,5.2,Advanced Robotics
AI06292,Computer Vision Engineer,131755,USD,SE,FT,United States,M,United States,100,"Docker, Kubernetes, MLOps, Computer Vision, Java",Associate,9,Real Estate,9/12/2024,11/1/2024,2444,9.3,DeepTech Ventures
AI06301,ML Ops Engineer,126348,USD,MI,FT,United States,L,Israel,100,"R, Deep Learning, Python, SQL, TensorFlow",PhD,4,Manufacturing,8/8/2024,8/29/2024,1696,7.8,Quantum Computing Inc
AI06303,AI Architect,188343,USD,EX,FT,United States,L,Switzerland,50,"GCP, Python, Computer Vision",Associate,13,Consulting,7/25/2024,10/2/2024,2108,7.7,Autonomous Tech
AI06315,Data Scientist,70652,USD,EN,CT,United States,M,United States,50,"Git, R, SQL, Hadoop",Associate,0,Manufacturing,1/19/2024,3/23/2024,690,6.9,AI Innovations
AI06361,Data Engineer,83974,USD,EN,FL,United States,L,United States,0,"Python, Azure, MLOps",Master,0,Transportation,2/15/2024,3/8/2024,1176,5.8,Algorithmic Solutions
AI06390,AI Research Scientist,80466,USD,EN,CT,United States,S,United States,100,"GCP, Linux, Python, Mathematics",Associate,0,Transportation,3/26/2025,4/19/2025,1279,8.6,Cloud AI Solutions
AI06416,AI Specialist,66890,USD,EN,CT,United States,S,Germany,50,"MLOps, SQL, Deep Learning, R, Mathematics",Bachelor,1,Automotive,3/18/2025,4/14/2025,2493,8.9,Neural Networks Co
AI06438,Data Scientist,104141,USD,MI,CT,United States,M,United States,0,"Data Visualization, Kubernetes, GCP, Scala",PhD,3,Technology,10/6/2024,12/11/2024,1014,7,Predictive Systems
AI06443,AI Research Scientist,100209,USD,MI,CT,United States,S,Canada,100,"Statistics, Python, Deep Learning, Kubernetes",Bachelor,4,Retail,11/16/2024,12/1/2024,633,9.3,Advanced Robotics
AI06448,AI Software Engineer,197473,USD,EX,CT,United States,M,United States,50,"SQL, AWS, Data Visualization",Bachelor,12,Automotive,12/6/2024,2/15/2025,601,9.2,Neural Networks Co
AI06454,NLP Engineer,125422,USD,MI,FL,United States,M,Norway,50,"Hadoop, Java, MLOps, TensorFlow, Azure",PhD,4,Education,3/2/2024,4/17/2024,576,7.9,Advanced Robotics
AI06495,Machine Learning Engineer,344427,USD,EX,PT,United States,L,Austria,100,"Linux, MLOps, Spark, SQL, Kubernetes",PhD,17,Manufacturing,12/13/2024,2/22/2025,2202,8,Digital Transformation LLC
AI06496,AI Consultant,77644,USD,EN,FL,United States,M,United States,0,"TensorFlow, PyTorch, R",Bachelor,1,Transportation,2/3/2025,4/14/2025,2268,7.2,TechCorp Inc
AI06512,AI Specialist,160384,USD,EX,PT,United States,S,United States,50,"Scala, Computer Vision, Linux, MLOps",Associate,15,Education,10/6/2024,11/24/2024,1763,6.5,Digital Transformation LLC
AI06519,NLP Engineer,106735,USD,MI,FT,United States,S,South Korea,100,"Tableau, Python, Kubernetes, Azure",Master,4,Healthcare,6/17/2024,7/24/2024,508,5.6,Algorithmic Solutions
AI06522,AI Architect,241126,USD,EX,FL,United States,L,Germany,50,"SQL, Git, PyTorch",Bachelor,16,Consulting,11/19/2024,1/24/2025,542,5.8,Future Systems
AI06529,Principal Data Scientist,211093,USD,EX,PT,United States,S,United States,50,"SQL, Scala, Linux, PyTorch, Java",Master,14,Retail,8/24/2024,11/2/2024,1263,9,Future Systems
AI06569,Robotics Engineer,128063,USD,MI,CT,United States,M,United States,0,"Git, Deep Learning, Mathematics, Spark, Docker",PhD,4,Manufacturing,1/11/2025,2/15/2025,1257,7.3,Future Systems
AI06590,Machine Learning Engineer,165150,USD,SE,PT,United States,L,Germany,50,"MLOps, SQL, Tableau",Master,7,Transportation,7/30/2024,8/24/2024,827,9.5,Algorithmic Solutions
AI06593,Machine Learning Engineer,120166,USD,MI,FT,United States,M,United States,100,"Computer Vision, Kubernetes, Linux, Git, Data Visualization",Associate,3,Media,6/9/2024,7/9/2024,2380,8.2,Neural Networks Co
AI06604,Research Scientist,166527,USD,SE,CT,United States,L,United States,100,"SQL, Data Visualization, AWS, NLP",PhD,8,Transportation,9/3/2024,11/11/2024,1804,8.7,Predictive Systems
AI06617,Deep Learning Engineer,82225,USD,EN,FL,United States,M,United States,100,"TensorFlow, Mathematics, NLP, Computer Vision",PhD,0,Energy,7/19/2024,8/31/2024,519,9.4,DataVision Ltd
AI06686,Data Analyst,76935,USD,EN,FL,United States,M,Japan,50,"GCP, Spark, Deep Learning, TensorFlow, Statistics",Bachelor,0,Consulting,3/6/2024,3/28/2024,1942,9,Digital Transformation LLC
AI06691,Robotics Engineer,82514,USD,EN,CT,United States,L,United States,0,"PyTorch, Kubernetes, Statistics",Bachelor,1,Consulting,4/24/2024,5/27/2024,1283,6.3,Cloud AI Solutions
AI06735,Principal Data Scientist,74095,USD,EN,PT,United States,S,Norway,50,"GCP, Python, MLOps, TensorFlow, Linux",Associate,1,Automotive,5/9/2024,6/10/2024,1418,9.2,Cloud AI Solutions
AI06765,ML Ops Engineer,144304,USD,SE,CT,United States,L,United States,0,"Python, TensorFlow, Tableau",Bachelor,6,Technology,1/10/2025,2/5/2025,1124,6.4,Advanced Robotics
AI06778,Data Scientist,73171,USD,EN,FT,United States,L,United States,50,"Kubernetes, Mathematics, NLP, PyTorch",PhD,1,Healthcare,5/27/2024,6/21/2024,1486,6.9,Quantum Computing Inc
AI06838,Data Scientist,196404,USD,EX,FT,United States,L,United States,50,"Scala, Docker, Spark",Bachelor,19,Consulting,4/24/2025,5/13/2025,1684,6.1,DeepTech Ventures
AI06868,AI Specialist,160195,USD,SE,PT,United States,L,Japan,100,"Python, Kubernetes, Scala, Spark",Master,5,Manufacturing,11/5/2024,12/18/2024,1797,8.9,Quantum Computing Inc
AI06905,Autonomous Systems Engineer,129224,USD,MI,FL,United States,M,United States,100,"Tableau, Scala, Python",PhD,3,Healthcare,8/9/2024,9/4/2024,1721,6.5,Predictive Systems
AI06907,Robotics Engineer,78557,USD,EN,CT,United States,S,United States,50,"Computer Vision, Git, Java, Kubernetes",PhD,0,Consulting,2/1/2024,3/21/2024,1148,9,Advanced Robotics
AI06936,Research Scientist,254532,USD,EX,FL,United States,L,United States,100,"Git, Deep Learning, Tableau, Docker, GCP",Associate,13,Transportation,5/9/2024,6/18/2024,1752,9.8,Advanced Robotics
AI06949,Autonomous Systems Engineer,145735,USD,MI,FL,United States,L,United States,0,"Data Visualization, Docker, Python, MLOps, Linux",Master,2,Education,3/24/2024,5/26/2024,867,6.7,AI Innovations
AI06976,AI Consultant,134033,USD,MI,PT,United States,L,France,100,"PyTorch, TensorFlow, Computer Vision",PhD,3,Technology,3/19/2025,5/26/2025,2493,5.9,Future Systems
AI06986,Principal Data Scientist,123565,USD,SE,FL,United States,M,United States,100,"R, NLP, Tableau, MLOps, Deep Learning",PhD,7,Automotive,4/25/2025,5/15/2025,1262,6,DataVision Ltd
AI07045,AI Research Scientist,131033,USD,SE,FT,United States,S,United States,100,"AWS, R, Scala, Git",Master,6,Transportation,8/18/2024,9/17/2024,2279,6.2,TechCorp Inc
AI07083,AI Product Manager,202653,USD,SE,FT,United States,L,United States,50,"PyTorch, Scala, Java",Master,6,Retail,11/27/2024,1/24/2025,1653,6,Advanced Robotics
AI07086,Machine Learning Engineer,87965,USD,EN,FT,United States,L,United States,0,"Java, R, Mathematics",Bachelor,0,Gaming,4/17/2025,5/18/2025,1600,8.4,Autonomous Tech
AI07100,AI Specialist,191955,USD,EX,FL,United States,S,United States,100,"R, Statistics, Kubernetes, Scala, Computer Vision",PhD,12,Government,10/11/2024,12/23/2024,2057,6.7,AI Innovations
AI07105,AI Consultant,80026,USD,EN,FT,United States,L,United States,0,"PyTorch, TensorFlow, Kubernetes, R",Master,1,Telecommunications,3/31/2025,5/20/2025,2214,9.6,Advanced Robotics
AI07143,NLP Engineer,156521,USD,SE,PT,United States,L,Sweden,100,"SQL, PyTorch, Tableau, Kubernetes",Associate,8,Finance,1/18/2025,2/5/2025,1214,9.5,Future Systems
AI07145,Robotics Engineer,223297,USD,EX,PT,United States,L,South Korea,50,"Python, TensorFlow, Computer Vision",Bachelor,15,Energy,6/9/2024,8/20/2024,2018,8.1,DataVision Ltd
AI07156,AI Architect,295466,USD,EX,PT,United States,M,United States,50,"Data Visualization, SQL, Java, Docker",PhD,11,Manufacturing,1/10/2025,2/12/2025,2110,5.3,TechCorp Inc
AI07177,Data Engineer,139759,USD,SE,PT,United States,M,United States,0,"Azure, Python, Statistics, Git",Associate,6,Manufacturing,5/1/2024,5/17/2024,526,9.5,DataVision Ltd
AI07191,AI Specialist,101929,USD,EN,CT,United States,L,United States,0,"Git, Docker, SQL, R",Master,1,Healthcare,2/23/2024,4/2/2024,1201,7.4,Algorithmic Solutions
AI07207,Deep Learning Engineer,74870,USD,EN,FL,United States,M,United States,0,"NLP, Data Visualization, Python, Docker",Master,1,Transportation,6/13/2024,8/10/2024,859,5.8,Predictive Systems
AI07217,AI Product Manager,129684,USD,SE,FL,United States,M,United States,0,"NLP, Linux, Python",Master,6,Transportation,8/25/2024,10/23/2024,1206,6.6,Digital Transformation LLC
AI07229,AI Architect,70238,USD,EN,FL,United States,S,Switzerland,100,"Data Visualization, PyTorch, TensorFlow, Python",Master,1,Technology,8/5/2024,9/14/2024,2112,9.2,Predictive Systems
AI07270,Computer Vision Engineer,242002,USD,EX,CT,United States,M,Singapore,50,"AWS, Data Visualization, SQL",Bachelor,17,Healthcare,2/14/2025,3/2/2025,587,9.8,TechCorp Inc
AI07382,Machine Learning Researcher,167633,USD,SE,FL,United States,M,Norway,100,"Java, R, GCP, Azure, SQL",PhD,5,Finance,2/11/2024,4/14/2024,2031,6.2,DataVision Ltd
AI07398,Data Scientist,100893,USD,EN,PT,United States,L,United Kingdom,0,"Deep Learning, SQL, Spark, Java, Kubernetes",Bachelor,1,Education,6/4/2024,8/15/2024,2080,9.2,Quantum Computing Inc
AI07404,Data Engineer,235948,USD,EX,FL,United States,M,United States,0,"Spark, Python, Scala, Kubernetes",Bachelor,19,Automotive,7/10/2024,9/15/2024,1273,9.2,Cloud AI Solutions
AI07426,Deep Learning Engineer,271783,USD,EX,FL,United States,L,China,50,"Scala, PyTorch, Tableau",Associate,10,Retail,9/25/2024,11/10/2024,1966,9.7,Future Systems
AI07433,Research Scientist,105608,USD,MI,FL,United States,L,United States,50,"Spark, Scala, MLOps, Kubernetes, Git",Master,4,Finance,2/19/2025,3/9/2025,688,6.7,Autonomous Tech
AI07454,Head of AI,155430,USD,SE,CT,United States,L,United States,50,"R, Linux, TensorFlow, Deep Learning",Associate,6,Consulting,7/19/2024,8/2/2024,2111,5.5,Digital Transformation LLC
AI07458,Data Analyst,178054,USD,SE,PT,United States,L,United States,0,"Kubernetes, AWS, Deep Learning",Master,8,Technology,10/9/2024,11/29/2024,1395,6.3,Future Systems
AI07466,Head of AI,88025,USD,MI,CT,United States,M,United States,50,"Spark, SQL, NLP, Python",Bachelor,4,Transportation,2/25/2025,3/23/2025,508,6.8,Cloud AI Solutions
AI07560,AI Consultant,213258,USD,EX,FL,United States,S,United States,100,"R, SQL, Java",Master,13,Technology,6/2/2024,6/22/2024,1130,6,Cloud AI Solutions
AI07567,AI Research Scientist,101191,USD,MI,CT,United States,S,United States,0,"GCP, Java, NLP, Computer Vision",PhD,3,Automotive,11/24/2024,2/5/2025,706,9.9,Future Systems
AI07599,Research Scientist,105448,USD,MI,CT,United States,S,United States,100,"Data Visualization, Linux, Python",Associate,2,Manufacturing,5/25/2024,7/9/2024,1977,7.4,Autonomous Tech
AI07600,Autonomous Systems Engineer,85149,USD,EN,CT,United States,M,United States,50,"Computer Vision, SQL, PyTorch, MLOps, Deep Learning",Bachelor,0,Energy,12/6/2024,12/30/2024,1854,5.6,Quantum Computing Inc
AI07604,AI Software Engineer,128048,USD,SE,FT,United States,M,Austria,50,"Python, Docker, Linux, PyTorch",Master,9,Real Estate,1/26/2024,2/25/2024,1655,9.9,Digital Transformation LLC
AI07607,Data Scientist,128240,USD,MI,CT,United States,L,Finland,50,"Scala, Deep Learning, Kubernetes, GCP, Azure",Master,2,Healthcare,6/8/2024,7/22/2024,585,5.6,Autonomous Tech
AI07614,Head of AI,85456,USD,EN,PT,United States,L,Austria,0,"Spark, NLP, SQL, Scala, Kubernetes",Master,1,Education,8/2/2024,8/19/2024,718,5.7,TechCorp Inc
AI07625,AI Software Engineer,103217,USD,EN,FT,United States,L,Netherlands,0,"Python, TensorFlow, Docker, PyTorch",Associate,0,Transportation,12/24/2024,1/28/2025,1966,6.2,Digital Transformation LLC
AI07629,Data Analyst,105534,USD,EN,FL,United States,L,United States,0,"Azure, Statistics, TensorFlow",Bachelor,1,Automotive,1/6/2024,2/24/2024,1554,8.8,Cloud AI Solutions
AI07632,Autonomous Systems Engineer,138714,USD,SE,FL,United States,M,Switzerland,100,"Spark, Deep Learning, SQL, Tableau",Associate,9,Manufacturing,11/3/2024,12/3/2024,1023,7.5,Quantum Computing Inc
AI07664,Robotics Engineer,67848,USD,EN,CT,United States,S,United States,50,"AWS, Hadoop, Python",Bachelor,1,Healthcare,3/28/2025,4/27/2025,993,6.8,AI Innovations
AI07674,NLP Engineer,135921,USD,SE,FT,United States,S,United States,100,"Docker, Spark, Kubernetes, SQL",Master,6,Retail,1/29/2024,3/29/2024,877,8.5,Cognitive Computing
AI07728,Machine Learning Engineer,143497,USD,SE,FL,United States,M,United States,50,"SQL, TensorFlow, Hadoop, Scala",PhD,5,Technology,8/28/2024,9/26/2024,1933,8.3,Autonomous Tech
AI07730,AI Research Scientist,198149,USD,EX,FL,United States,L,United States,50,"Mathematics, NLP, MLOps, GCP, Deep Learning",Bachelor,19,Consulting,1/30/2024,2/20/2024,1195,8,Neural Networks Co
AI07737,AI Product Manager,196089,USD,EX,CT,United States,M,Finland,50,"AWS, Git, Computer Vision, NLP",PhD,12,Technology,7/2/2024,7/29/2024,2333,7.8,Cognitive Computing
AI07754,Data Analyst,188300,USD,SE,CT,United States,L,United States,0,"Kubernetes, Linux, SQL, Computer Vision",PhD,7,Energy,5/22/2024,6/28/2024,1659,6.3,Quantum Computing Inc
AI07757,AI Consultant,112582,USD,MI,FL,United States,S,United States,0,"Python, R, NLP, Computer Vision, MLOps",Master,2,Finance,3/1/2025,5/2/2025,666,6.8,Neural Networks Co
AI07769,Computer Vision Engineer,124958,USD,MI,FT,United States,L,United States,100,"Computer Vision, PyTorch, TensorFlow",Bachelor,3,Healthcare,6/4/2024,8/14/2024,636,6.7,Predictive Systems
AI07795,Data Engineer,127768,USD,MI,FT,United States,L,South Korea,100,"Git, Python, Mathematics",Bachelor,4,Transportation,1/3/2024,2/11/2024,1951,8.6,Cognitive Computing
AI07836,AI Specialist,86860,USD,EN,FL,United States,L,United States,0,"Spark, NLP, Data Visualization, R",Bachelor,0,Automotive,8/25/2024,10/22/2024,505,5.6,Autonomous Tech
AI07840,AI Specialist,200644,USD,EX,FL,United States,S,Denmark,0,"Spark, Azure, Computer Vision",PhD,13,Gaming,4/1/2024,6/3/2024,1205,9.2,Cognitive Computing
AI07858,Autonomous Systems Engineer,108752,USD,MI,FT,United States,L,United States,100,"Hadoop, Python, MLOps",PhD,3,Transportation,8/21/2024,9/9/2024,1949,6.2,Autonomous Tech
AI07863,AI Software Engineer,200943,USD,EX,FT,United States,M,Canada,0,"GCP, Linux, Tableau, AWS, NLP",Master,10,Finance,3/29/2025,5/31/2025,533,5.6,Cognitive Computing
AI07877,Head of AI,70667,USD,EN,CT,United States,S,United States,100,"Scala, Linux, Python, MLOps, Docker",Associate,1,Consulting,11/28/2024,2/2/2025,2198,7.1,Advanced Robotics
AI07883,Robotics Engineer,163837,USD,EX,CT,United States,S,United States,50,"NLP, Spark, Python, Java",Bachelor,11,Finance,5/27/2024,8/3/2024,1156,6.3,Quantum Computing Inc
AI07886,Data Analyst,91469,USD,MI,CT,United States,M,United States,0,"Azure, MLOps, Python, Computer Vision",PhD,4,Education,6/20/2024,7/9/2024,2187,8.2,Cloud AI Solutions
AI07903,Principal Data Scientist,131026,USD,SE,CT,United States,S,Austria,0,"Spark, Linux, Scala",PhD,8,Education,8/28/2024,10/7/2024,1606,7.2,Advanced Robotics
AI07939,AI Software Engineer,99582,USD,MI,FL,United States,S,United States,100,"Spark, PyTorch, TensorFlow, SQL, AWS",Associate,2,Manufacturing,2/23/2025,3/28/2025,2185,8.5,Future Systems
AI08079,AI Research Scientist,161789,USD,SE,CT,United States,M,Japan,50,"Python, Linux, TensorFlow",PhD,8,Consulting,10/13/2024,11/1/2024,598,8.5,Predictive Systems
AI08091,Research Scientist,95420,USD,MI,FL,United States,M,Austria,0,"Computer Vision, Linux, Python",Associate,3,Telecommunications,10/26/2024,11/28/2024,1303,6.3,Future Systems
AI08105,Data Scientist,242800,USD,EX,FT,United States,L,United States,50,"AWS, Python, Hadoop, Azure, Scala",PhD,19,Government,12/7/2024,2/8/2025,2264,9.2,Future Systems
AI08141,Head of AI,163845,USD,SE,PT,United States,M,Singapore,0,"MLOps, Computer Vision, Java, Python, TensorFlow",Master,5,Healthcare,1/31/2025,4/8/2025,619,8.6,Autonomous Tech
AI08142,Head of AI,333453,USD,EX,FL,United States,L,South Korea,100,"Spark, GCP, SQL, R, Data Visualization",Master,16,Retail,1/23/2024,4/4/2024,1336,6.5,Machine Intelligence Group
AI08144,Data Engineer,108792,USD,EN,FT,United States,L,United States,50,"Python, Spark, Linux",PhD,1,Energy,1/17/2024,3/28/2024,998,6.5,DeepTech Ventures
AI08159,Research Scientist,196977,USD,SE,PT,United States,L,United States,50,"SQL, PyTorch, Mathematics",Master,6,Finance,3/26/2024,4/30/2024,2232,9.2,Smart Analytics
AI08177,Autonomous Systems Engineer,85781,USD,MI,FT,United States,M,United States,0,"Python, GCP, R, Mathematics",PhD,2,Media,2/6/2025,3/23/2025,1698,7.7,Cloud AI Solutions
AI08199,NLP Engineer,229837,USD,EX,FT,United States,M,United States,0,"Azure, Java, GCP",Bachelor,16,Finance,2/13/2025,4/12/2025,1109,6.5,Advanced Robotics
AI08208,AI Consultant,137124,USD,SE,FL,United States,S,United States,0,"Python, Java, Data Visualization",Master,6,Transportation,11/6/2024,12/7/2024,2241,9.7,DeepTech Ventures
AI08219,Machine Learning Researcher,79146,USD,EN,FT,United States,M,United States,50,"GCP, R, Deep Learning",Bachelor,0,Technology,9/27/2024,11/3/2024,2442,9.6,Machine Intelligence Group
AI08224,AI Research Scientist,91766,USD,MI,PT,United States,S,United States,0,"SQL, R, AWS, Scala",Bachelor,3,Media,10/4/2024,12/12/2024,1285,5.3,Smart Analytics
AI08234,Research Scientist,62960,USD,EN,FL,United States,M,United States,50,"Hadoop, Python, Azure, Computer Vision",Master,0,Transportation,5/7/2024,6/15/2024,985,5.4,Smart Analytics
AI08249,AI Research Scientist,111829,USD,SE,FT,United States,S,United States,0,"Python, Git, Mathematics, TensorFlow",Associate,8,Retail,7/15/2024,9/11/2024,2471,8.5,Advanced Robotics
AI08270,AI Product Manager,226237,USD,EX,CT,United States,L,Israel,50,"Git, Linux, Python, Java",Associate,17,Media,1/20/2025,2/3/2025,1168,9.4,Digital Transformation LLC
AI08272,Data Scientist,206671,USD,SE,FT,United States,L,United States,0,"GCP, Java, Deep Learning, Python",Bachelor,8,Media,3/2/2024,4/10/2024,2115,5.4,TechCorp Inc
AI08283,Deep Learning Engineer,149701,USD,EX,FT,United States,S,Norway,50,"Java, GCP, Data Visualization",Master,12,Gaming,4/25/2025,6/18/2025,1790,5.7,Future Systems
AI08307,Robotics Engineer,147062,USD,SE,CT,United States,S,Sweden,0,"Java, Scala, Git, Hadoop, Computer Vision",Master,6,Real Estate,8/27/2024,10/21/2024,1508,5.3,Predictive Systems
AI08320,ML Ops Engineer,91074,USD,EN,PT,United States,M,United States,50,"R, Git, NLP",Associate,1,Healthcare,5/6/2024,7/7/2024,770,6.6,Advanced Robotics
AI08343,Head of AI,84874,USD,EN,FL,United States,L,United States,50,"Python, Java, TensorFlow, SQL, GCP",Bachelor,0,Media,3/20/2024,4/14/2024,522,8,Predictive Systems
AI08346,Machine Learning Researcher,254546,USD,EX,FT,United States,M,United States,50,"Data Visualization, Computer Vision, Deep Learning",Associate,17,Retail,4/19/2025,5/14/2025,2330,9,Cognitive Computing
AI08402,AI Specialist,73888,USD,EN,PT,United States,M,United States,100,"Linux, Mathematics, Python",PhD,1,Gaming,8/27/2024,9/17/2024,1631,8.9,Digital Transformation LLC
AI08405,AI Architect,153245,USD,SE,FL,United States,M,United States,0,"Docker, Tableau, SQL",PhD,5,Transportation,7/20/2024,9/8/2024,2030,9.2,TechCorp Inc
AI08455,Deep Learning Engineer,128834,USD,MI,FL,United States,M,United States,0,"Kubernetes, PyTorch, R",Master,3,Energy,8/4/2024,9/8/2024,1668,5.1,DeepTech Ventures
AI08486,Deep Learning Engineer,251576,USD,EX,CT,United States,L,United States,100,"Linux, Scala, NLP, Spark",PhD,10,Technology,1/8/2025,3/12/2025,2281,6.6,DataVision Ltd
AI08502,AI Specialist,165249,USD,SE,CT,United States,L,United States,50,"Kubernetes, Statistics, Data Visualization, SQL",Associate,6,Automotive,11/2/2024,1/4/2025,586,9.7,Advanced Robotics
AI08521,Robotics Engineer,71226,USD,EN,FT,United States,S,United States,100,"SQL, GCP, PyTorch",Associate,0,Government,9/3/2024,10/9/2024,2054,8.6,AI Innovations
AI08543,AI Consultant,157668,USD,SE,FL,United States,L,Norway,0,"AWS, Spark, Azure",Master,7,Energy,4/6/2025,6/1/2025,2176,6.5,Autonomous Tech
AI08554,AI Software Engineer,82586,USD,EN,PT,United States,L,United States,0,"Statistics, Kubernetes, GCP, Hadoop, Scala",PhD,0,Energy,10/17/2024,12/15/2024,778,9.8,DeepTech Ventures
AI08556,AI Specialist,92683,USD,MI,FT,United States,S,United States,50,"AWS, Deep Learning, Statistics",Bachelor,3,Energy,12/18/2024,1/23/2025,2248,6.6,AI Innovations
AI08562,Computer Vision Engineer,205464,USD,EX,FT,United States,S,United States,0,"TensorFlow, Kubernetes, Mathematics, Spark, R",Bachelor,16,Education,4/29/2025,5/14/2025,705,5.7,Advanced Robotics
